,host_name,host_since,neighbourhood,property_type,room_type,price
9621,Eli,2015-08-05,,Entire rental unit,Entire home/apt,"$24,670.00"
9622,Dora,2017-08-14,,Entire rental unit,Entire home/apt,"$20,321.00"
9623,Eli,2015-08-05,,Entire rental unit,Entire home/apt,"$28,219.00"
9624,Gábor,2022-09-06,,Entire rental unit,Entire home/apt,"$12,143.00"
9625,Zsolt,2024-07-16,,Entire condo,Entire home/apt,
9626,Szabolcs,2024-03-18,,Entire condo,Entire home/apt,"$19,514.00"
9627,Eli,2015-08-05,,Entire rental unit,Entire home/apt,"$17,918.00"
9628,Katalin,2024-07-17,,Entire rental unit,Entire home/apt,"$19,984.00"
9629,MYCOlive - Mani,2015-07-28,,Entire rental unit,Entire home/apt,"$80,572.00"
9630,Eli,2015-08-05,,Entire loft,Entire home/apt,"$8,673.00"
9631,Csaba,2020-08-07,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$23,035.00"
9632,Attila,2024-06-10,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$31,687.00"
9633,Daniel,2023-05-20,,Entire rental unit,Entire home/apt,"$180,000.00"
9634,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$16,660.00"
9635,Gergely,2024-07-17,,Entire rental unit,Entire home/apt,"$17,739.00"
9636,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$11,480.00"
9637,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$16,006.00"
9638,Viet Tuan,2018-07-02,,Entire rental unit,Entire home/apt,"$26,440.00"
9639,Phillip Zoltan,2024-07-17,,Entire condo,Entire home/apt,"$29,160.00"
9640,Vincenzo,2024-05-06,,Entire rental unit,Entire home/apt,"$74,286.00"
9641,Krisztina,2015-10-10,"Budapest, Hungary",Entire condo,Entire home/apt,"$77,349.00"
9642,Attila,2024-06-10,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$33,990.00"
9643,Csilla,2024-07-17,,Entire condo,Entire home/apt,"$53,600.00"
9644,Eli,2015-08-05,,Entire rental unit,Entire home/apt,"$10,387.00"
9645,Eli,2015-08-05,,Entire rental unit,Entire home/apt,"$13,036.00"
9646,Eli,2015-08-05,,Entire rental unit,Entire home/apt,"$26,747.00"
9647,Janos,2014-04-24,,Entire rental unit,Entire home/apt,"$49,786.00"
9648,János Attila,2024-07-17,,Entire condo,Entire home/apt,"$18,686.00"
9649,Rita,2024-07-17,,Entire condo,Entire home/apt,"$22,153.00"
9650,Rita,2014-06-10,,Entire rental unit,Entire home/apt,"$21,874.00"
9651,Hedi,2017-07-30,,Entire rental unit,Entire home/apt,"$13,843.00"
9652,Marta,2009-12-03,,Entire rental unit,Entire home/apt,"$38,186.00"
9653,Gabriella,2024-07-18,,Entire rental unit,Entire home/apt,"$30,989.00"
9654,Katalin,2024-06-17,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$32,565.00"
9655,László,2023-02-05,"Budapest, Hungary",Entire condo,Entire home/apt,"$35,952.00"
9656,László,2023-02-05,"Budapest, Hungary",Entire condo,Entire home/apt,"$55,342.00"
9657,Hedi,2017-07-30,,Entire rental unit,Entire home/apt,"$14,454.00"
9658,Médea,2020-02-06,,Entire condo,Entire home/apt,"$16,797.00"
9659,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$11,763.00"
9660,Vedrusz,2020-03-01,,Entire rental unit,Entire home/apt,"$22,054.00"
9661,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$35,109.00"
9662,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$19,580.00"
9663,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$25,345.00"
9664,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$13,192.00"
9665,Virág,2024-07-18,,Entire condo,Entire home/apt,"$27,540.00"
9666,Nadiya,2024-01-19,,Entire loft,Entire home/apt,"$24,420.00"
9667,Nadiya,2024-01-19,,Entire rental unit,Entire home/apt,"$27,450.00"
9668,Vivien,2018-05-02,,Entire rental unit,Entire home/apt,"$51,842.00"
9669,Zoltán,2024-07-12,"Budapest, Hungary",Entire condo,Entire home/apt,"$16,742.00"
9670,Bea,2011-03-03,,Entire condo,Entire home/apt,"$71,788.00"
9671,Csaba Norbert,2015-05-31,,Entire rental unit,Entire home/apt,"$20,957.00"
9672,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,840.00"
9673,Monam,2024-07-19,,Private room in rental unit,Private room,"$33,525.00"
9674,Xiaojun,2018-12-20,,Entire rental unit,Entire home/apt,"$17,871.00"
9675,Xiaojun,2018-12-20,,Entire rental unit,Entire home/apt,"$14,389.00"
9676,Etelka,2019-06-30,,Entire rental unit,Entire home/apt,"$9,812.00"
9677,Zeynep,2017-10-10,,Entire rental unit,Entire home/apt,"$59,468.00"
9678,Zoltán,2024-07-21,,Entire rental unit,Entire home/apt,"$108,704.00"
9679,Péter,2023-05-14,,Entire rental unit,Entire home/apt,"$22,500.00"
9680,Imola,2020-02-18,,Entire rental unit,Entire home/apt,"$24,900.00"
9681,Szabina,2016-06-24,,Entire rental unit,Entire home/apt,"$23,529.00"
9682,David,2016-06-23,,Entire rental unit,Entire home/apt,"$18,698.00"
9683,Mimi,2019-07-31,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$46,434.00"
9684,Mimi,2019-07-31,,Entire rental unit,Entire home/apt,"$42,927.00"
9685,Atos,2017-06-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$25,224.00"
9686,Szidonia,2024-07-22,,Entire condo,Entire home/apt,"$20,255.00"
9687,Szimonetta,2017-06-21,,Entire condo,Entire home/apt,"$29,700.00"
9688,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$19,979.00"
9689,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$15,946.00"
9690,Attila,2024-07-22,,Entire rental unit,Entire home/apt,"$33,250.00"
9691,Seyedamirhossein,2022-03-09,,Entire rental unit,Entire home/apt,
9692,Szilvia,2024-05-28,,Room in hotel,Private room,
9693,Szilvia,2024-05-28,,Room in hotel,Private room,
9694,Tamás,2017-08-05,,Entire condo,Entire home/apt,"$84,866.00"
9695,Anna,2024-07-23,,Entire rental unit,Entire home/apt,"$16,173.00"
9696,István,2024-07-23,,Entire rental unit,Entire home/apt,"$16,002.00"
9697,Klara,2024-07-23,,Entire rental unit,Entire home/apt,"$108,704.00"
9698,Gergely Adam,2023-01-11,,Entire rental unit,Entire home/apt,"$216,577.00"
9699,Judit,2015-01-11,,Entire rental unit,Entire home/apt,"$33,239.00"
9700,Tracy,2023-03-05,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$15,260.00"
9701,Tracy,2023-03-05,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$17,920.00"
9702,Lilla,2024-07-23,,Entire rental unit,Entire home/apt,"$37,083.00"
9703,Tracy,2023-03-05,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$17,360.00"
9704,Tracy,2023-03-05,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$17,920.00"
9705,Tracy,2023-03-05,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,000.00"
9706,Anita,2015-07-09,,Entire rental unit,Entire home/apt,"$70,635.00"
9707,Tracy,2023-03-05,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$16,351.00"
9708,Dániel,2024-07-24,,Entire rental unit,Entire home/apt,"$22,875.00"
9709,Tiesheng,2024-07-24,,Entire rental unit,Entire home/apt,"$16,233.00"
9710,Zoltán,2021-10-03,,Entire condo,Entire home/apt,"$21,857.00"
9711,BÉLa,2024-06-17,,Entire rental unit,Entire home/apt,"$99,514.00"
9712,Korinna Katalin,2024-07-22,,Entire rental unit,Entire home/apt,"$14,000.00"
9713,BÉLa,2024-06-17,,Entire rental unit,Entire home/apt,"$43,714.00"
9714,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9715,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9716,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9717,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9718,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9719,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9720,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9721,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9722,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9723,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9724,Friedman,2024-07-25,,Entire rental unit,Entire home/apt,"$40,407.00"
9725,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9726,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9727,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9728,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,
9729,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9730,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9731,Péter,2014-07-21,"Budapest, Hungary",Entire condo,Entire home/apt,"$22,029.00"
9732,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,"$25,968.00"
9733,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,
9734,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,
9735,Ágnes,2019-10-20,,Entire rental unit,Entire home/apt,"$25,154.00"
9736,Zoltán György,2012-08-27,,Entire rental unit,Entire home/apt,"$18,749.00"
9737,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$24,306.00"
9738,Apartman &Amp; Yacht,2023-07-31,,Entire rental unit,Entire home/apt,"$28,286.00"
9739,BQA Short,2021-04-05,,Entire rental unit,Entire home/apt,"$26,332.00"
9740,Róbert,2024-06-26,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$40,569.00"
9741,Évi,2014-12-16,"Budapest, Hungary",Entire condo,Entire home/apt,"$21,179.00"
9742,János,2018-06-27,,Entire condo,Entire home/apt,"$32,067.00"
9743,János,2018-06-27,,Entire condo,Entire home/apt,"$80,699.00"
9744,Atos,2017-06-08,"Budapest, Hungary",Entire rental unit,Entire home/apt,
9745,David,2024-05-24,,Entire rental unit,Entire home/apt,"$16,429.00"
9746,Katalin,2013-03-19,,Entire condo,Entire home/apt,"$27,469.00"
9747,Adam,2024-07-26,,Entire rental unit,Entire home/apt,"$45,000.00"
9748,Beáta,2024-07-26,,Entire condo,Entire home/apt,"$19,271.00"
9749,Zsofia,2018-10-26,,Entire rental unit,Entire home/apt,"$34,714.00"
9750,Szabolcs,2024-03-18,,Entire condo,Entire home/apt,"$20,503.00"
9751,Tifani,2024-07-26,,Entire condo,Entire home/apt,"$13,857.00"
9752,静,2019-03-19,,Entire rental unit,Entire home/apt,"$18,472.00"
9753,Dániel,2021-11-02,,Entire rental unit,Entire home/apt,"$23,164.00"
9754,Dániel,2021-11-02,,Entire rental unit,Entire home/apt,"$18,438.00"
9755,Barbara,2024-07-27,,Entire rental unit,Entire home/apt,"$18,000.00"
9756,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$17,920.00"
9757,Jessica,2015-05-11,,Entire rental unit,Entire home/apt,"$14,888.00"
9758,Venus,2012-07-19,,Entire condo,Entire home/apt,
9759,Valentina Hermina,2024-07-20,,Entire rental unit,Entire home/apt,"$27,000.00"
9760,Noémi,2019-11-25,"Budapest, Hungary",Entire condo,Entire home/apt,"$17,071.00"
9761,Dóra,2018-03-06,,Entire condo,Entire home/apt,"$16,308.00"
9762,Erzsébet Gizella,2024-06-25,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$24,231.00"
9763,Zoltán Imre,2024-06-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$38,814.00"
9764,Ádám,2022-09-27,,Entire rental unit,Entire home/apt,"$13,273.00"
9765,Ádám,2022-09-27,,Entire rental unit,Entire home/apt,"$13,735.00"
9766,Lajos József,2024-07-04,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$22,368.00"
9767,Kenigsberg Properties,2018-06-02,,Entire rental unit,Entire home/apt,"$198,717.00"
9768,Hedi,2017-07-30,,Entire rental unit,Entire home/apt,"$26,600.00"
9769,Leonardo,2023-08-28,,Private room in rental unit,Private room,"$10,845.00"
9770,Jacqueline,2024-07-30,,Entire rental unit,Entire home/apt,"$39,077.00"
9771,Nárcisz,2023-10-17,,Entire rental unit,Entire home/apt,"$34,586.00"
9772,George,2012-04-04,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,372.00"
9773,Ádám,2022-09-27,,Entire rental unit,Entire home/apt,"$13,042.00"
9774,Júlia,2014-10-27,,Entire rental unit,Entire home/apt,"$36,000.00"
9775,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,
9776,Gabriel,2024-07-25,,Entire rental unit,Entire home/apt,"$27,857.00"
9777,George,2012-04-04,"Budapest, Hungary",Entire condo,Entire home/apt,"$17,710.00"
9778,George,2012-04-04,"Budapest, Hungary",Entire condo,Entire home/apt,"$23,005.00"
9779,Hong Anh,2024-03-03,"Budapest, Hungary",Entire condo,Entire home/apt,"$29,333.00"
9780,Ágnes,2024-07-31,,Entire rental unit,Entire home/apt,"$15,240.00"
9781,Moni,2019-04-12,,Entire rental unit,Entire home/apt,"$69,857.00"
9782,Zoltán,2016-11-06,,Entire rental unit,Entire home/apt,"$12,471.00"
9783,Andras,2015-03-09,,Entire rental unit,Entire home/apt,"$44,460.00"
9784,Atos,2017-06-08,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$19,135.00"
9785,Ian,2021-05-18,,Shared room in rental unit,Shared room,"$7,583.00"
9786,Valeria,2023-02-07,,Entire rental unit,Entire home/apt,"$11,429.00"
9787,Benedek,2014-10-31,,Entire rental unit,Entire home/apt,"$25,514.00"
9788,Dániel,2017-11-05,,Entire rental unit,Entire home/apt,"$33,429.00"
9789,Susan,2017-12-28,"Budapest, Hungary",Entire condo,Entire home/apt,"$27,706.00"
9790,János,2018-06-27,,Entire condo,Entire home/apt,"$51,711.00"
9791,Zsolt,2015-11-01,,Entire rental unit,Entire home/apt,"$60,420.00"
9792,M Tóth,2018-01-20,,Entire rental unit,Entire home/apt,"$8,830.00"
9793,Éva,2024-08-02,,Entire rental unit,Entire home/apt,"$20,937.00"
9794,Olivier,2016-02-06,,Entire rental unit,Entire home/apt,"$17,159.00"
9795,Cristian Nicolae,2024-08-01,,Entire rental unit,Entire home/apt,"$61,805.00"
9796,Gergely,2024-08-02,,Entire rental unit,Entire home/apt,"$53,459.00"
9797,Bálint Márk,2024-08-02,,Entire rental unit,Entire home/apt,"$34,440.00"
9798,Gergely,2021-03-10,,Entire rental unit,Entire home/apt,"$15,300.00"
9799,Ádám,2024-08-03,,Entire condo,Entire home/apt,"$24,844.00"
9800,Ildiko,2018-08-23,,Entire condo,Entire home/apt,"$20,250.00"
9801,Daniel,2023-12-27,"Budapest, Hungary",Entire rental unit,Entire home/apt,
9802,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,420.00"
9803,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$19,460.00"
9804,Rita,2024-08-04,,Entire condo,Entire home/apt,"$18,365.00"
9805,Sadagat,2019-03-06,,Entire rental unit,Entire home/apt,"$8,445.00"
9806,Gergő,2015-08-13,,Entire condo,Entire home/apt,"$25,157.00"
9807,Fruzsina,2024-08-05,,Entire rental unit,Entire home/apt,"$56,257.00"
9808,Bulcsú,2024-08-05,"Budapest, Hungary",Entire condo,Entire home/apt,
9809,Attila,2015-07-07,,Entire rental unit,Entire home/apt,"$33,616.00"
9810,David,2014-03-04,,Entire rental unit,Entire home/apt,"$27,000.00"
9811,Mohamed,2018-05-07,,Entire rental unit,Entire home/apt,"$15,989.00"
9812,Fruzsina,2024-08-05,,Entire rental unit,Entire home/apt,"$54,935.00"
9813,Fruzsina,2024-08-05,,Entire rental unit,Entire home/apt,"$52,049.00"
9814,Ben,2016-07-19,,Entire rental unit,Entire home/apt,"$19,892.00"
9815,Fruzsina,2024-08-05,,Entire rental unit,Entire home/apt,"$52,049.00"
9816,Timea,2015-09-28,,Entire rental unit,Entire home/apt,"$18,714.00"
9817,Khiem,2024-02-27,,Entire rental unit,Entire home/apt,"$39,357.00"
9818,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$23,100.00"
9819,András Gábor,2016-10-24,,Entire rental unit,Entire home/apt,"$12,079.00"
9820,Layla,2022-07-22,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$43,000.00"
9821,Gergő,2015-08-13,,Entire rental unit,Entire home/apt,"$14,964.00"
9822,Zsolt Attila,2024-08-06,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,179.00"
9823,Ben,2016-07-19,,Entire rental unit,Entire home/apt,"$16,373.00"
9824,Atos,2017-06-08,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$13,126.00"
9825,Viktória,2020-12-30,,Entire rental unit,Entire home/apt,"$15,840.00"
9826,Andrea,2017-01-04,"Budapest, Hungary",Entire condo,Entire home/apt,"$17,774.00"
9827,János,2018-06-27,,Entire condo,Entire home/apt,"$47,835.00"
9828,János,2018-06-27,,Entire condo,Entire home/apt,"$80,186.00"
9829,Daniel,2023-12-27,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$27,608.00"
9830,Koncsol,2024-08-07,,Entire rental unit,Entire home/apt,"$40,453.00"
9831,Daniel,2023-12-27,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$21,905.00"
9832,Daniel,2023-12-27,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$26,653.00"
9833,Kathy,2023-07-11,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$13,300.00"
9834,Gabriella,2017-08-07,,Entire rental unit,Entire home/apt,"$16,324.00"
9835,Fernando,2020-01-27,,Entire rental unit,Entire home/apt,
9836,Atos,2017-06-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$20,471.00"
9837,Beatrix,2017-01-06,,Entire rental unit,Entire home/apt,"$22,133.00"
9838,Maha,2024-08-07,,Entire rental unit,Entire home/apt,"$25,000.00"
9839,Zoltán,2024-08-07,,Entire condo,Entire home/apt,
9840,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$11,831.00"
9841,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,009.00"
9842,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$14,587.00"
9843,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$11,425.00"
9844,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$12,291.00"
9845,Yikang,2024-08-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$15,673.00"
9846,Orsolya,2024-08-08,,Entire rental unit,Entire home/apt,"$43,588.00"
9847,Gergő,2015-08-13,,Entire condo,Entire home/apt,"$10,641.00"
9848,Dávid,2022-06-08,,Entire rental unit,Entire home/apt,"$24,422.00"
9849,Márk,2024-08-07,,Private room in home,Private room,"$10,099.00"
9850,Szilvia,2015-04-18,,Entire rental unit,Entire home/apt,"$17,716.00"
9851,Kinga Anna,2024-08-08,,Entire rental unit,Entire home/apt,"$28,800.00"
9852,Or,2016-12-28,,Entire rental unit,Entire home/apt,"$33,335.00"
9853,Veronika Gyöngyi,2024-08-06,,Entire rental unit,Entire home/apt,"$16,851.00"
9854,Yikang,2024-08-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$12,874.00"
9855,Pál Barna,2015-08-04,,Entire rental unit,Entire home/apt,"$15,259.00"
9856,Yikang,2024-08-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$12,595.00"
9857,Yikang,2024-08-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$12,874.00"
9858,Beatrix Csilla,2024-08-08,,Entire condo,Entire home/apt,"$81,143.00"
9859,Krisztina,2012-05-20,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$16,561.00"
9860,BQA Short,2021-04-05,,Room in hotel,Private room,"$37,158.00"
9861,Ben,2016-07-19,,Entire rental unit,Entire home/apt,"$17,202.00"
9862,BQA Short,2021-04-05,,Room in hotel,Private room,"$33,361.00"
9863,BQA Short,2021-04-05,,Room in hotel,Private room,"$35,260.00"
9864,Ben,2016-07-19,,Entire rental unit,Entire home/apt,"$17,482.00"
9865,Mónika Ágnes,2024-08-09,,Entire rental unit,Entire home/apt,"$25,086.00"
9866,Janos,2024-08-09,,Entire rental unit,Entire home/apt,"$24,398.00"
9867,Mihaly,2011-06-01,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$45,964.00"
9868,Ilia,2018-02-21,,Entire rental unit,Entire home/apt,"$38,375.00"
9869,Roland,2022-08-05,,Entire condo,Entire home/apt,"$43,420.00"
9870,Sukri,2024-07-26,,Private room in home,Private room,"$13,500.00"
9871,MYCOlive - Mani,2015-07-28,,Private room in rental unit,Private room,
9872,Ágnes Ilona,2019-02-06,,Entire rental unit,Entire home/apt,"$59,714.00"
9873,Valentina Hermina,2024-07-20,,Entire rental unit,Entire home/apt,"$72,000.00"
9874,Klára Genovéva,2017-11-23,,Entire rental unit,Entire home/apt,"$24,429.00"
9875,Zsuzsánna,2024-08-12,,Entire rental unit,Entire home/apt,"$91,140.00"
9876,Timea,2016-09-04,,Entire rental unit,Entire home/apt,"$17,255.00"
9877,Fruzsina,2016-06-01,,Entire rental unit,Entire home/apt,"$15,143.00"
9878,Atos,2017-06-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$33,976.00"
9879,Edina,2016-03-15,,Entire rental unit,Entire home/apt,"$15,043.00"
9880,Áron,2015-09-23,,Entire rental unit,Entire home/apt,"$15,639.00"
9881,Farasat Ali,2018-12-28,"Budapest, Hungary",Entire rental unit,Entire home/apt,"$29,431.00"
9882,Adrienn,2022-03-08,"Budapest, Hungary",Entire condo,Entire home/apt,"$31,837.00"
9883,Bogdán,2024-08-13,,Entire rental unit,Entire home/apt,"$12,725.00"
